id,title,uploadedAt,duration
gSGKYFaauwE,لماذا لم أؤمن بدين الإنسانوية,2024-09-03,00:30:10
pt2svMFxMXQ,الغزو الفكري,2025-03-05,01:51:05
Rk9d8_Rzuhs,الليبرالية ووهم الحرية,2025-05-24,00:53:17
gDqVcTRvnYM,الفردانية والبحث عن الذات,2025-09-10,00:57:57
