id,title,uploadedAt,duration
ChPPnSA7qCM,الإنسان المعاصر,2023-01-29,01:36:48
IYS3RalZ36o,الإنسان البديل,2023-01-29,01:28:07
6qrLcqtWUJM,فلسفة الأخلاق,2023-01-29,01:10:17
Yn3BhaV0idk,علاقة الأخلاق بالدين,2023-01-29,01:22:42
